,SchoolID,total_score,Latitude,Longitude
2726,05ETC0001A,88.26617826617827,27.0603,-101.55
2727,05ETC0002Z,60.41819291819292,28.4101,-100.887
2728,05ETC0003Z,49.95115995115995,26.7853,-101.431
2729,05ETC0004Y,38.83394383394384,26.9012,-101.417
2730,05ETC0005X,33.888888888888886,25.6517,-103.254
2731,05ETC0006W,89.71916971916971,29.33,-100.978
2732,05ETC0007V,57.93956043956044,27.892479,-101.432121
2733,05ETC0008U,10.308302808302807,25.7904,-103.195
2734,05ETC0009T,27.45115995115995,27.0312,-103.367
2735,05ETC0010I,58.52258852258852,27.6522,-101.285
2736,05ETC0011H,48.046398046398046,26.9012,-101.417
2737,05ETC0012G,69.55433455433456,28.3472,-100.854
2738,05ETC0013F,10.47008547008547,27.8489,-101.12
2739,05ETC0014E,19.926739926739927,25.4506,-100.85
2740,05ETC0015D,53.827838827838825,25.3799,-101.479
2741,05ETC0016C,43.7026862026862,28.0419,-103.79
2742,05ETC0017B,39.54822954822955,25.5418,-103.453
2743,05ETC0018A,26.74297924297924,25.4217,-101.0
2744,05ETC0019Z,65.48229548229548,28.7081,-100.528
2745,05ETC0020P,17.005494505494507,25.844,-103.278
2746,05ETC0021O,62.94413919413919,25.6344,-103.381
2748,05ETC0022N,19.97863247863248,25.2893,-101.284
2749,05ETC0023M,34.36202686202686,25.5432,-100.951
2750,05ETC0024L,21.724664224664224,25.2713,-100.579
2751,05ETC0025K,14.236874236874236,25.5281,-103.23
2752,05ETC0026J,99.26739926739928,27.9294,-101.303
2753,05ETC0027I,39.630647130647134,28.2205,-100.725
2754,05ETC0028H,22.28327228327228,25.4217,-101.0
2755,05ETC0029G,4.71001221001221,25.4217,-101.0
2756,05ETC0030W,12.67094017094017,25.5418,-103.453
2757,05ETC0031V,31.35531135531136,25.5418,-103.453
2758,05ETC0032U,32.176434676434674,25.5418,-103.453
2759,05ETC0033T,11.23015873015873,29.0264,-100.903
2760,05ETC0034S,82.07570207570208,25.3295,-103.289
2761,05ETK0001J,12.048229548229548,28.311,-100.92
2762,05ETK0002I,31.28205128205128,25.422,-103.102
2763,05ETK0003H,34.0964590964591,25.4559,-103.203
2764,05ETK0004G,72.89682539682539,27.818,-101.391
2765,05ETK0005F,4.319291819291819,26.2281,-102.796
2766,05ETK0006E,8.696581196581196,28.0091,-101.725
2767,05ETK0007D,52.67704517704518,25.5453,-102.119
2768,05ETK0009B,0.5067155067155067,28.6381,-102.947
2769,05ETK0010R,17.124542124542124,25.3267,-103.478
2770,05ETK0011Q,21.224053724053725,25.7339,-102.944
2771,05ETK0012P,40.85164835164835,28.356,-100.945
2772,05ETK0013O,5.992063492063492,25.4896,-102.944
2773,05ETK0014N,55.2991452991453,28.5012,-100.878
2774,05ETK0015M,13.708791208791208,29.2437,-100.805
2775,05ETK0016L,4.471916971916972,25.3511,-100.679
2776,05ETK0017K,4.923687423687424,25.9402,-103.154
2777,05ETK0018J,30.924908424908423,25.3917,-103.418
2778,05ETK0019I,60.50976800976801,27.4427,-101.295
2779,05ETK0020Y,0.5067155067155067,29.232,-100.892
2780,05ETK0021X,12.8998778998779,25.931,-103.304
2781,05ETK0022W,0.5067155067155067,29.0443,-101.034
2782,05ETK0023V,12.8998778998779,25.7204,-102.189
2783,05ETK0024U,73.33638583638583,24.6901,-101.065
2784,05ETK0025T,8.696581196581196,25.2294,-100.722
2785,05ETK0026S,19.78021978021978,25.9867,-103.218
2786,05ETK0027R,49.462759462759465,25.0841,-101.759
2787,05ETK0028Q,76.77960927960928,28.891,-100.628
2788,05ETK0029P,30.241147741147746,26.3727,-101.428
2789,05ETK0030E,42.71367521367522,28.9858,-100.779
2790,05ETK0031D,3.916361416361416,25.4503,-101.78
2791,05ETK0032C,2.094017094017094,24.6385,-100.891
2792,05ETK0033B,2.261904761904762,25.6664,-103.044
2793,05ETK0034A,8.696581196581196,26.7532,-101.613
2794,05ETK0035Z,43.29059829059829,26.0996,-102.206
2795,05ETK0036Z,1.6086691086691087,25.7248,-103.038
2796,05ETK0037Y,47.5,25.5531,-101.77
2797,05ETK0038X,8.696581196581196,25.5403,-101.017
2798,05ETK0039W,52.588522588522586,25.1124,-100.858
2799,05ETK0040L,55.2991452991453,28.7559,-101.081
2800,05ETK0041K,14.456654456654457,25.3827,-101.645
2801,05ETK0042J,8.696581196581196,24.9765,-100.844
2802,05ETK0043I,8.696581196581196,25.6994,-103.115
2803,05ETK0044H,18.11050061050061,26.6292,-102.205
2804,05ETK0045G,65.10989010989012,25.6337,-100.8
2805,05ETK0046F,30.241147741147746,25.2475,-100.407
2806,05ETK0047E,38.94993894993895,26.4361,-102.787
2807,05ETK0048D,3.1684981684981683,25.3134,-100.888
2808,05ETK0049C,50.67155067155067,28.2024,-100.626
2809,05ETK0050S,2.261904761904762,26.2103,-101.347
2810,05ETK0051R,55.2991452991453,24.9116,-100.978
2811,05ETK0052Q,30.805860805860807,25.4077,-102.002
2812,05ETK0053P,1.7582417582417582,28.5735,-100.609
2813,05ETK0054O,0.5067155067155067,28.4496,-103.298
2814,05ETK0055N,8.696581196581196,27.0456,-101.69
2815,05ETK0056M,5.992063492063492,25.9014,-103.265
2816,05ETK0057L,30.241147741147746,26.9981,-101.498
2817,05ETK0058K,6.336996336996337,25.642,-103.327
2818,05ETK0059J,36.898656898656895,25.6412,-103.268
2819,05ETK0060Z,26.77960927960928,25.7257,-103.245
2820,05ETK0061Y,45.45177045177045,25.6507,-101.762
2821,05ETK0062X,0.5067155067155067,25.5172,-101.387
2822,05ETK0063W,12.203907203907203,25.5842,-103.261
2823,05ETK0064V,5.992063492063492,29.1604,-100.97
2824,05ETK0065U,8.696581196581196,28.0104,-101.71
2825,05ETK0066T,92.22222222222224,25.3814,-101.162
2826,05ETK0067S,14.456654456654457,25.5281,-103.23
2827,05ETK0068R,25.17094017094017,24.8118,-102.949
2828,05ETK0069Q,84.35592185592185,27.429,-100.987
2829,05ETK0070F,8.696581196581196,25.6977,-101.403
2830,05ETK0071E,30.241147741147746,24.9517,-101.316
2831,05ETK0072D,30.241147741147746,25.2835,-100.948
2832,05ETK0073C,8.287545787545788,25.3689,-101.13
2833,05ETK0074B,30.241147741147746,25.5554,-101.222
2834,05ETK0075A,20.409035409035408,25.1468,-102.025
2835,05ETK0076Z,22.603785103785103,25.2172,-101.96
2836,05ETK0077Z,8.696581196581196,25.6693,-102.359
2837,05ETK0078Y,59.56349206349206,25.2842,-100.34
2838,05ETK0079X,4.471916971916972,25.4622,-100.607
2839,05ETK0081L,23.882783882783883,25.7263,-102.963
2840,05ETK0082K,0.5067155067155067,25.6518,-102.96
2841,05ETK0083J,2.02991452991453,25.7868,-102.958
2842,05ETK0084I,26.14163614163614,25.775,-103.273
2843,05ETK0085H,30.241147741147746,25.7742,-103.324
2844,05ETK0086G,12.8998778998779,27.9684,-101.01
2845,05ETK0087F,9.007936507936508,26.929,-101.287
2846,05ETK0088E,55.2991452991453,26.2661,-101.109
2847,05ETK0089D,19.95115995115995,26.9858,-102.067
2848,05ETK0090T,14.456654456654457,28.3591,-102.575
2849,05ETK0091S,9.007936507936508,27.8353,-103.56
2850,05ETK0092R,30.241147741147746,29.2222,-101.348
2851,05ETK0095O,0.5067155067155067,26.7853,-101.431
2852,05ETK0098L,0.5067155067155067,26.4995,-101.61
2853,05ETK0122V,0.5067155067155067,25.1222,-101.428
2854,05KTV0001Z,18.185866527440805,25.6589,-100.895
2855,05KTV0003Y,10.273026012714595,25.0765,-103.101
2856,05KTV0006V,1.699886367126317,25.5372,-101.869
2857,05KTV0020O,99.01262246245508,25.8184,-103.055
2858,05KTV0024K,10.273026012714595,25.7316,-102.414
2859,05KTV0032T,1.699886367126317,26.478,-103.033
2860,05KTV0034R,25.063726544025062,29.1883,-102.935
2861,05KTV0038N,14.609502165166916,25.9452,-102.37
2862,05KTV0040B,10.273026012714595,25.2375,-100.451
2863,05KTV0041A,10.273026012714595,25.1222,-101.428
2864,05KTV0042Z,1.699886367126317,25.4211,-103.182
2865,05NTA0001K,78.05250305250306,25.4217,-101.0
2866,05PBH0003K,10.256410256410255,25.775,-103.273
2868,05PBH0010U,22.695360195360195,26.9261,-101.449
2869,05PBH0011T,71.26068376068376,25.4217,-101.0
2870,05PBH0012S,76.28815628815629,28.7081,-100.528
2871,05PBH0013R,26.211843711843713,28.7081,-100.528
2873,05PBH0015P,4.004884004884005,27.8903,-101.424
2874,05PBH0017N,35.89133089133089,25.775,-103.273
2875,05PBH0020A,84.27960927960928,25.5418,-103.453
2876,05PBH0022Z,48.24786324786325,26.9012,-101.417
2877,05PBH0025W,42.014652014652015,25.5418,-103.453
2878,05PBH0026V,92.4114774114774,25.4217,-101.0
2879,05PBH0027U,99.5970695970696,25.4217,-101.0
2880,05PBH0028T,49.462759462759465,25.4217,-101.0
2881,05PBH0030H,40.85164835164835,25.4217,-101.0
2882,05PBH0037A,32.02686202686203,25.4506,-100.85
2883,05PBH0040O,99.15750915750915,25.4217,-101.0
2884,05PBH0041N,86.27594627594628,27.8489,-101.12
2885,05PBH0044K,4.099511599511599,25.5281,-103.23
2887,05PBH0048G,58.13797313797314,25.4217,-101.0
2888,05PBH0049F,96.34920634920636,25.4217,-101.0
2889,05PBH0055Q,30.241147741147746,25.5418,-103.453
2890,05PBH0064Y,91.88644688644688,25.5418,-103.453
2891,05PBH0072G,98.56532356532357,25.5418,-103.453
2892,05PBH0074E,5.479242979242979,25.5418,-103.453
2893,05PBH0075D,81.4957264957265,25.4217,-101.0
2894,05PBH0083M,10.7020757020757,27.8489,-101.12
2895,05PBH0086J,77.73809523809524,28.7081,-100.528
2896,05PBH0090W,38.9041514041514,26.9012,-101.417
2898,05PBH0093T,97.86935286935288,25.4506,-100.85
2899,05PBH0098O,81.90781440781441,29.33,-100.978
2900,05PBH0099N,12.048229548229548,25.5418,-103.453
2901,05PBH0101L,5.992063492063492,25.5418,-103.453
2902,05PBH0102K,93.16239316239316,25.5418,-103.453
2903,05PBH0103J,74.91452991452991,25.5418,-103.453
2904,05PBH0104I,90.30525030525033,25.5418,-103.453
2905,05PBH0105H,95.95848595848597,25.5418,-103.453
2906,05PBH0108E,54.5528083028083,25.5418,-103.453
2908,05PBH0113Q,8.696581196581196,25.4217,-101.0
2909,05PBH0114P,73.33638583638583,25.5418,-103.453
2910,05PBH0115O,17.2985347985348,27.8775,-101.517
2911,05PBH0116N,67.87851037851038,25.5418,-103.453
2912,05PBH0117M,31.024623524623525,25.4217,-101.0
2915,05PBH0119K,22.394688644688646,25.4217,-101.0
2917,05PBH0120Z,81.77960927960928,25.5418,-103.453
2918,05PBH0121Z,13.507326007326007,25.4217,-101.0
2920,05PBH0122Y,29.615384615384617,25.4217,-101.0
2921,05PBH0123X,87.65873015873017,25.5418,-103.453
2922,05PBH0124W,95.03968253968254,25.4217,-101.0
2923,05PBH0125V,96.87423687423689,25.4217,-101.0
2924,05PBH0128S,82.47252747252747,25.5418,-103.453
2925,05PBH0129R,89.45054945054945,25.4217,-101.0
2926,05PBH0130G,48.03113553113553,28.7,-100.523056
2928,05PBH0131F,30.241147741147746,25.4217,-101.0
2929,05PBH0135B,95.18620268620268,26.9012,-101.417
2930,05PBH0136A,48.55006105006105,25.5418,-103.453
2932,05PBH0138Z,19.03846153846154,26.9012,-101.417
2933,05PBH0139Y,41.93833943833944,25.4217,-101.0
2934,05PBH0140N,45.84859584859585,25.5418,-103.453
2935,05PBH0144J,85.9035409035409,25.4374,-102.184
2936,05PBH0145I,22.693833943833944,25.4217,-101.0
2938,05PBH0147G,90.515873015873,28.7081,-100.528
2939,05PBH0152S,85.97680097680097,25.5418,-103.453
2940,05PBH0153R,99.11477411477412,25.5418,-103.453
2941,05PBH0154Q,76.23931623931624,25.5418,-103.453
2942,05PBH0158M,0.5067155067155067,25.5418,-103.453
2943,05PBH0162Z,12.588522588522588,25.4217,-101.0
2944,05PBH0163Y,2.5305250305250304,26.9012,-101.417
2946,05PBH0165W,80.45787545787546,25.5418,-103.453
2947,05PBH0168T,40.824175824175825,25.5418,-103.453
2949,05PBH0169S,94.76800976800976,25.4217,-101.0
2950,05PBH0170H,93.27228327228327,25.5418,-103.453
2951,05PBH0171G,69.38034188034187,25.5418,-103.453
2952,05PBH0172F,99.42002442002442,25.5418,-103.453
2953,05PBH0173E,9.087301587301589,29.33,-100.978
2954,05PBH0175C,69.7954822954823,25.4217,-101.0
2955,05PBH0178Z,14.023199023199023,25.4217,-101.0
2956,05PBH0179Z,35.37698412698413,29.33,-100.978
2958,05PBH0180O,51.81623931623932,25.4217,-101.0
2960,05PBH0185J,21.306471306471305,25.5432,-100.951
2961,05PBH0188G,63.64163614163614,26.9012,-101.417
2963,05PBH0189F,92.46336996336996,26.9012,-101.417
2964,05PBH0190V,4.471916971916972,26.9012,-101.417
2965,05PBH0191U,81.21489621489621,25.5418,-103.453
2966,05PBH0193S,63.42490842490842,25.4217,-101.0
2967,05PBH0194R,95.2960927960928,26.9012,-101.417
2968,05PBH0197O,14.676434676434676,25.4217,-101.0
2969,05PBH0198N,32.82967032967033,25.4374,-102.184
2970,05PBH0200L,42.52136752136752,25.4217,-101.0
2972,05PBH0201K,5.753968253968254,27.9339,-101.217
2973,05PBH0202J,22.866300366300365,25.4217,-101.0
2974,05PBH0205G,93.51037851037852,25.4217,-101.0
2975,05PBH0207E,50.67155067155067,25.5418,-103.453
2976,05PBH0208D,99.010989010989,26.9012,-101.417
2977,05PBH0209C,96.2912087912088,26.9012,-101.417
2978,05PBH0211R,94.08730158730158,25.5418,-103.453
2979,05PBH0212Q,73.33638583638583,25.5418,-103.453
2980,05PBH0213P,44.38339438339438,26.9261,-101.449
2981,05PBH0214O,54.89621489621489,25.4217,-101.0
2982,05PBH0215N,76.16910866910867,28.7081,-100.528
2983,05PBH0216M,57.73809523809524,25.5418,-103.453
2984,05PBH0217L,72.86019536019536,25.5418,-103.453
2985,05PBH0219J,95.5952380952381,25.4217,-101.0
2986,05PBH0220Z,12.774725274725274,26.9012,-101.417
2988,05PBH0225U,10.491452991452991,25.4217,-101.0
2989,05PBH0227S,71.34920634920636,25.5418,-103.453
2990,05PBH0229Q,88.34249084249085,25.5418,-103.453
2991,05PBH0230F,21.935286935286936,25.5418,-103.453
2992,05PBH0233C,71.39499389499389,25.5418,-103.453
2993,05PBH0236Z,85.35103785103784,25.5418,-103.453
2994,05PBH0237Z,94.65201465201466,25.5418,-103.453
2995,05PBH0239X,88.68437118437119,25.5418,-103.453
2996,05PBH0240M,77.66788766788767,25.4217,-101.0
2997,05PBH0247F,27.915140415140414,25.4217,-101.0
2998,05PBH0248E,41.59035409035409,25.5418,-103.453
2999,05PBH0249D,60.28693528693529,25.5418,-103.453
3000,05PBH0251S,8.39031339031339,25.5418,-103.453
3003,05PBH0254P,54.17277167277168,25.5418,-103.453
3004,05PBH0258L,68.96520146520146,25.5418,-103.453
3005,05PBH0259K,98.79426129426128,26.9012,-101.417
3006,05PBH0260Z,95.6990231990232,29.33,-100.978
3007,05PBH0261Z,63.19597069597069,25.4217,-101.0
3008,05PBH0267T,52.924297924297925,25.4374,-102.184
3009,05PBH0268S,96.28205128205128,25.5418,-103.453
3010,05PBH0269R,37.870879120879124,25.5432,-100.951
3012,05PBH0270G,13.290598290598291,25.4217,-101.0
3014,05PBH0271F,97.64652014652016,28.7081,-100.528
3015,05PBH0272E,85.40293040293041,27.9339,-101.217
3016,05PBH0274C,9.087301587301589,26.9012,-101.417
3017,05PBH0279Y,29.047619047619047,25.5418,-103.453
3018,05PBH0281M,53.24481074481074,25.4217,-101.0
3019,05PBH0283K,64.04761904761905,25.5418,-103.453
3020,05PBH0284J,43.76068376068376,25.5432,-100.951
3021,05PBH0285I,58.327228327228326,25.5418,-103.453
3022,05PBH0287G,59.8992673992674,25.4217,-101.0
3023,05PBH0288F,37.188644688644686,25.5418,-103.453
3024,05PBH0289E,96.14468864468864,25.5418,-103.453
3025,05PBH0291T,28.678266178266178,25.4217,-101.0
3026,05PBH0292S,82.78693528693529,25.5418,-103.453
3027,05PBH0293R,33.767806267806264,25.4217,-101.0
3030,05PBH0296O,73.87057387057386,25.5418,-103.453
3031,05PBH0297N,3.4218559218559217,29.33,-100.978
3032,05PBH0298M,55.2991452991453,25.5418,-103.453
3033,05PBH0299L,55.2991452991453,25.5418,-103.453
3034,05PBH0300K,38.23717948717949,28.7081,-100.528
3036,05PBH0301J,63.827838827838825,25.5418,-103.453
3037,05PBH0302I,59.56349206349206,28.7081,-100.528
3038,05PBH0305F,84.45360195360195,25.5418,-103.453
3039,05PBH0308C,9.058302808302807,25.5418,-103.453
3041,05PBH0309B,92.3168498168498,25.5418,-103.453
3042,05PBH0310R,98.98046398046398,25.5418,-103.453
3043,05PBH0311Q,86.14163614163614,25.5418,-103.453
3044,05PBH0314N,98.2112332112332,27.8489,-101.12
3045,05PBH0315M,91.12026862026862,25.5418,-103.453
3046,05PBH0316L,83.87362637362638,26.9012,-101.417
3047,05PBH0317K,53.68131868131868,25.5418,-103.453
3048,05PBH0319I,11.587301587301589,28.4219,-100.768
3049,05PBH0322W,15.821123321123322,25.7578,-102.983
3050,05PBH0323V,12.048229548229548,29.33,-100.978
3051,05PBH0324U,21.030728530728528,28.7081,-100.528
3054,05PBH0327R,78.13186813186813,25.5418,-103.453
3055,05PBH0328Q,50.40903540903541,26.9012,-101.417
3056,05PBH0329P,84.45360195360195,27.8489,-101.12
3057,05PBH0330E,79.36202686202687,25.5418,-103.453
3058,05PBH0331D,64.48870573870573,25.4217,-101.0
3060,05PBH0332C,81.32478632478633,25.5418,-103.453
3061,05PBH0333B,89.74664224664225,25.5418,-103.453
3062,05PBH0334A,35.62271062271062,29.33,-100.978
3063,05PBH0335Z,30.241147741147746,27.9339,-101.217
3064,05PBH0336Z,98.07387057387058,25.5418,-103.453
3065,05PBH0337Y,17.280219780219777,29.33,-100.978
3068,05PBH0338X,90.2014652014652,25.4217,-101.0
3069,05PBH0339W,61.93833943833944,25.4217,-101.0
3070,05PBH0340L,69.2094017094017,25.775,-103.273
3071,05PBH0341K,66.41636141636141,26.7853,-101.431
3072,05PBH0342J,49.462759462759465,25.5418,-103.453
3073,05PBH0343I,10.573870573870574,25.4217,-101.0
3074,05PBH0345G,19.74969474969475,27.8775,-101.517
3075,05PBH0348D,76.34615384615384,25.5418,-103.453
3076,05PBH0349C,68.85225885225886,25.4217,-101.0
3077,05PBH0350S,44.02472527472528,28.7081,-100.528
3079,05PBH0352Q,92.44810744810744,25.5418,-103.453
3080,05PBH0358K,93.6996336996337,25.5418,-103.453
3081,05PBH3231Z,92.84798534798534,25.5418,-103.453
3082,05PBH3233X,96.62393162393164,28.7081,-100.528
3083,05PBH3275W,97.02686202686203,25.4217,-101.0
3084,05PBH3288Z,99.36507936507935,25.4217,-101.0
3085,05PBH3417D,96.4957264957265,25.5418,-103.453
3086,05PBH3508V,96.17216117216115,26.9012,-101.417
3087,05PBH3541C,92.02686202686203,25.4217,-101.0
3088,05PBH3602Z,92.5915750915751,25.5418,-103.453
3089,05PBH3606W,76.96581196581197,25.5418,-103.453
3090,05PBH3795E,71.64835164835165,25.5418,-103.453
3091,05PBH3824J,12.689255189255189,25.4217,-101.0
3092,05PBH3857A,78.37912087912088,25.5418,-103.453
3093,05PBJ0001A,52.745726495726494,25.4217,-101.0
3095,05PCT0006B,81.67277167277167,25.4217,-101.0
3096,05PCT0007A,85.96459096459097,25.5418,-103.453
3097,05PCT0011N,86.51098901098901,25.4217,-101.0
3098,05PCT0013L,52.698412698412696,25.5418,-103.453
3099,05PCT0014K,46.76129426129426,25.5418,-103.453
3100,05PCT0017H,72.22222222222223,25.5418,-103.453
3101,05PCT0018G,16.978021978021978,25.4217,-101.0
3102,05PCT0021U,76.4957264957265,25.4217,-101.0
3103,05PCT0022T,15.250305250305251,25.5418,-103.453
3104,05PCT0024R,53.24481074481074,25.4217,-101.0
3105,05PCT0026P,75.87606837606837,25.4217,-101.0
3106,05PCT0027O,67.28937728937728,25.5418,-103.453
3107,05PES0006K,91.9397438653604,25.7578,-102.983
3108,05PES0007J,58.46564908940143,25.5418,-103.453
3109,05PES0008I,65.3296888916188,25.4217,-101.0
3110,05PES0010X,97.60449617640737,25.4217,-101.0
3111,05PES0011W,58.96624796535733,25.4217,-101.0
3112,05PES0012V,40.04483891772366,25.4217,-101.0
3113,05PES0013U,98.16651822732716,27.8489,-101.12
3114,05PES0018P,95.8631491661804,25.5418,-103.453
3115,05PES0020D,84.85918737139522,25.5418,-103.453
3116,05PES0021C,97.68127514511224,25.5418,-103.453
3117,05PES0023A,93.3724394213937,25.5418,-103.453
3118,05PES0025Z,95.09075274100918,25.4217,-101.0
3119,05PES0026Y,86.92147047080864,25.5418,-103.453
3120,05PES0028W,95.13528454285802,25.5418,-103.453
3121,05PES0029V,95.20899235281472,29.33,-100.978
3122,05PES0031J,93.68569761370964,25.4217,-101.0
3123,05PES0032I,84.43229630539602,25.570541,-103.446525
3124,05PES0033H,84.78547956143854,26.9012,-101.417
3125,05PES0034G,91.32704769509536,26.9012,-101.417
3126,05PES0036E,92.77049230674731,27.8775,-101.517
3127,05PES0037D,70.0439175700992,25.5418,-103.453
3128,05PES0038C,91.5159239581094,28.7081,-100.528
3129,05PES0039B,86.42547833297503,28.7081,-100.528
3130,05PES0043O,89.28319154817113,25.4374,-102.184
3131,05PES0045M,99.87101133257578,26.9012,-101.417
3132,05PES0047K,97.61217407327784,29.33,-100.978
3133,05PES0048J,93.8668959798532,26.7853,-101.431
3134,05PES0049I,93.14210251527902,25.4217,-101.0
3135,05PES0050Y,50.85992444949479,25.4374,-102.184
3136,05PES0051X,92.9347992997758,25.5418,-103.453
3137,05PES0052W,82.33930161850066,26.9012,-101.417
3138,05PES0053V,69.9702097601425,25.4217,-101.0
3139,05PES0056S,57.10819692269894,25.5418,-103.453
3140,05PES0059P,77.57286324130094,25.5418,-103.453
3141,05PES0060E,85.68379349528577,25.5418,-103.453
3142,05PES0061D,74.73204139921992,25.5418,-103.453
3143,05PES0064A,70.64893584349375,25.5418,-103.453
3144,05PES0066Z,84.53518012346058,28.7081,-100.528
3145,05PES0067Y,81.00334756303553,25.4217,-101.0
3146,05PES0068X,97.19296090414912,25.4217,-101.0
3147,05PES0075G,95.5867448788428,26.9012,-101.417
3148,05PES0078D,66.09287184054544,25.5418,-103.453
3149,05PES0080S,98.88824053315317,27.8489,-101.12
3150,05PES0082Q,97.87936488437089,25.4217,-101.0
3151,05PES0083P,90.49322809496024,25.4217,-101.0
3152,05PES0085N,94.0020269647738,25.4374,-102.184
3153,05PES0086M,88.75341666410736,28.7081,-100.528
3154,05PES0087L,85.98169589386076,25.5418,-103.453
3155,05PES0089J,96.4942722889346,25.5418,-103.453
3156,05PES0092X,95.35333681397992,28.7081,-100.528
3157,05PES0095U,95.90000307115876,25.4506,-100.85
3158,05PES0096T,91.78772150732472,25.4217,-101.0
3159,05PES0097S,58.96624796535733,25.5418,-103.453
3160,05PES0098R,99.77580541138173,25.4217,-101.0
3161,05PES0099Q,16.745493074537023,25.5418,-103.453
3162,05PES0100P,87.04738797948465,29.33,-100.978
3163,05PES0102N,84.44611651976291,25.5418,-103.453
3164,05PES0103M,84.14514296243973,25.4217,-101.0
3165,05PES0104L,93.84693344798993,25.5418,-103.453
3166,05PES0105K,98.83910199318204,25.4217,-101.0
3167,05PES0106J,3.7038174503240073,25.7578,-102.983
3168,05PES0107I,96.54341082890576,25.4217,-101.0
3169,05PES0108H,88.85322932342373,25.4217,-101.0
3170,05PES0110W,65.34043794723749,25.423709,-101.011162
3171,05PES0111V,98.82681735818925,25.5418,-103.453
3172,05PES0115R,99.16925155861308,25.5418,-103.453
3173,05PES0116Q,93.38779521513467,25.4217,-101.0
3174,05PES0118O,96.95494610116396,29.33,-100.978
3175,05PES0119N,88.23592641503639,28.7081,-100.528
3176,05PES0120C,75.79159116734743,25.5418,-103.453
3177,05PES0121B,99.52397039402966,25.5418,-103.453
3178,05PES0122A,61.21740732778477,28.3472,-100.854
3179,05PES0123Z,55.85362857406099,25.5418,-103.453
3180,05PES0124Z,98.73468259574338,25.5418,-103.453
3181,05PES0125Y,52.62584072970732,25.4217,-101.0
3182,05PES0126X,96.16412272350358,26.9012,-101.417
3183,05PES0127W,63.79410951752096,25.5418,-103.453
3184,05PES0129U,92.2299683670649,25.5418,-103.453
3185,05PES0131I,52.32640275175824,25.4217,-101.0
3186,05PES0132H,79.14068978225484,25.4217,-101.0
3187,05PES0133G,81.33503270784067,25.5418,-103.453
3188,05PES0134F,98.81299714382236,25.4217,-101.0
3189,05PES0135E,85.07263290439482,25.5418,-103.453
3190,05PES0136D,90.0893707195725,25.4217,-101.0
3191,05PES0139A,40.05712355271644,25.4217,-101.0
3192,05PES0140Q,74.07942016522834,25.4217,-101.0
3193,05PES0141P,91.3746506556924,25.4217,-101.0
3194,05PES0142O,95.38404840146188,25.5418,-103.453
3195,05PES0143N,66.3354933816529,25.5418,-103.453
3196,05PES0144M,59.92598507416849,29.33,-100.978
3197,05PES0145L,98.81299714382236,25.5418,-103.453
3198,05PES0146K,73.29013236694205,25.5418,-103.453
3199,05PES0148I,51.50640336598999,25.4217,-101.0
3200,05PES0149H,79.07773102791683,25.5418,-103.453
3201,05PES0150X,98.09127483799638,27.8489,-101.12
3202,05PES0151W,91.75547434046864,25.4217,-101.0
3203,05PES0152V,53.74220693467645,25.4217,-101.0
3204,05PES0153U,46.74917846503486,25.5418,-103.453
3205,05PES0154T,63.53920334142072,25.5418,-103.453
3206,05PES0155S,81.76038819446578,25.5418,-103.453
3207,05PES0156R,92.77049230674731,25.5418,-103.453
3208,05PES0158P,77.43926783575444,28.7081,-100.528
3209,05PES0159O,43.17895642025736,28.7081,-100.528
3210,05PES0160D,76.62233960873438,25.5418,-103.453
3211,05PES0161C,53.9249408801941,25.7578,-102.983
3212,05PES0162B,74.13777218144406,25.5432,-100.951
3213,05PES0164Z,97.24209944412029,25.5418,-103.453
3214,05PES0166Y,56.94849666779276,26.9012,-101.417
3215,05PES0167X,81.29357206474003,25.5432,-100.951
3216,05PES0168W,83.75664138079297,25.4217,-101.0
3217,05PES0169V,91.56352691870644,29.33,-100.978
3218,05PES0171J,95.0769325266423,25.5418,-103.453
3219,05PES0172I,74.64912011301864,25.5418,-103.453
3220,05PES0173H,78.49421086575965,25.5418,-103.453
3221,05PES0174G,35.83735143269556,25.4217,-101.0
3222,05PES0175F,41.00304044716072,25.4217,-101.0
3223,05PES0176E,94.507232578852,25.5432,-100.951
3224,05PES0177D,96.01517152421609,28.7081,-100.528
3225,05PES0178C,98.89131169190136,25.5418,-103.453
3226,05PES0179B,87.23319308375049,25.5418,-103.453
3227,05PES0181Q,63.8371057399957,25.4217,-101.0
3228,05PES0182P,68.84309449955468,25.4217,-101.0
3229,05PES0184N,75.08061791714013,25.5418,-103.453
3230,05PES0185M,38.31731212186358,25.4217,-101.0
3231,05PES0186L,82.44372101593932,26.9012,-101.417
3232,05PES0187K,93.04689659408494,28.7081,-100.528
3233,05PES0188J,65.79804060071865,25.5418,-103.453
3234,05PES0189I,95.82475968182796,25.5418,-103.453
3235,05PES0190Y,98.430637879672,28.7081,-100.528
3236,05PES0191X,93.18816989650196,25.4217,-101.0
3237,05PES0192W,82.76158594637756,28.7081,-100.528
3238,05PES0193V,66.85759036884616,25.4217,-101.0
3239,05PES0194U,96.59869168637329,25.4217,-101.0
3240,05PES0195T,67.52710297595283,25.5418,-103.453
3241,05PES0196S,76.92177758668346,25.5418,-103.453
3242,05PES0197R,99.01262246245508,25.4217,-101.0
3243,05PES0198Q,50.65262123399158,25.4217,-101.0
3244,05PES0199P,78.00128988667424,25.5432,-100.951
3245,05PES0200O,86.10607782316268,25.7578,-102.983
