,SchoolID,total_score,Latitude,Longitude
264,01DTV0119S,4.949172322717361,22.090556,-101.941111
265,01DTV0120H,5.6708946285433495,22.050278,-102.049722
266,01DTV0121G,99.45026258407296,21.798889,-102.801389
267,01DTV0123E,51.833481772672826,21.827778,-102.760556
268,01DTV0124D,80.18795491538958,21.789167,-102.797778
269,01DTV0126B,47.38337274653727,21.865,-102.6975
270,01DTV0127A,69.4005098123522,21.903333,-102.636944
271,01DTV0129Z,37.48963483922484,22.004167,-102.717222
272,01DTV0131N,65.6260557108197,21.860556,-102.683889
273,01DTV0132M,20.89309296397531,22.346667,-102.257778
274,01DTV0134K,63.72347286631246,22.387222,-102.256944
275,01DTV0135J,92.34974355824453,21.838611,-102.166667
276,01DTV0137H,96.7246091950493,21.878611,-101.981111
277,01DTV0138G,51.18393169742944,22.013889,-102.310278
278,01DTV0139F,62.96796781425632,21.955278,-102.2875
279,01DTV0140V,25.063726544025062,21.928056,-102.493056
280,01DTV0141U,62.826694511839314,22.0925,-102.266667
281,01DTV0143S,69.53717637664691,22.316389,-102.218611
282,01DTV0144R,17.23841405362243,22.363056,-102.220556
283,01DTV0145Q,31.295107644114125,22.06,-102.276944
284,01DTV0146P,61.73029083873345,21.980556,-102.251389
285,01DTV0147O,68.1229077731028,22.104722,-102.084444
286,01DTV0148N,65.94392064125795,21.980278,-102.273056
287,01DTV0149M,67.66376954024753,22.149444,-102.483056
288,01DTV0150B,46.95341052178987,22.231389,-102.415556
289,01DTV0151A,48.20183655293142,22.125556,-102.514167
290,01DTV0152Z,77.36402444642364,22.166389,-102.558056
291,01DTV0153Z,12.235496452811644,22.169444,-102.141944
292,01DTV0154Y,8.201529437056601,22.2025,-102.134444
293,01DTV0155X,82.95814010626209,22.261111,-102.248611
294,01DTV0156W,14.826018856914716,22.196111,-102.256944
295,01DTV0157V,34.525966647215995,21.866111,-102.845556
296,01DTV0159T,40.55311569055005,22.082222,-102.091667
297,01DTV0160I,30.06357298608765,22.361111,-102.276111
298,01DTV0162G,77.20893092963975,21.969167,-102.018889
299,01DTV0163F,7.255612542612328,22.216389,-102.236667
300,01DTV0164E,18.63272012530328,22.136389,-102.295833
301,01DTV0165D,70.2496852062283,22.022222,-102.003056
302,01DTV0166C,29.645895396333035,22.258611,-102.298056
303,01DTV0167B,8.201529437056601,22.165,-102.103611
304,01DTV0168A,75.30941924388071,22.037222,-102.146944
305,01DTV0169Z,14.826018856914716,22.187778,-102.190278
306,01DTV0171O,61.578268480697766,21.983056,-102.304444
307,01DTV0172N,48.51509474524738,21.891389,-102.506389
308,01DTV0173M,30.966493658057185,21.974722,-102.329722
309,01DTV0174L,57.96658579281963,21.9725,-102.311389
310,01DTV0176J,12.786769448112771,22.239444,-102.261389
311,01DTV0177I,30.98952734866865,22.040833,-102.205556
312,01DTV0178H,43.70566014557293,22.241389,-102.234444
313,01DTV0179G,33.355087374466386,22.068055,-102.262236
315,01DTV0180W,57.96658579281963,21.645,-102.332778
316,01DTV0181V,8.479469303768312,22.153278,-102.283652
317,01DTV0183T,51.07644114124259,22.208333,-102.249444
318,01DTV0184S,29.702711833174657,21.951389,-102.153056
319,01DTV0185R,48.33389637910384,21.922222,-102.2375
320,01DTV0186Q,85.03424342004239,21.885833,-102.039444
321,01EBH0001K,70.86080586080587,21.873359,-102.281464
323,01EBH0003I,77.4114774114774,21.885417,-102.277899
324,01EBH0004H,86.56898656898657,21.892756,-102.283205
325,01EMS0001W,33.498168498168496,22.174548,-102.338039
326,01EMS0002V,32.51221001221001,22.323333,-102.291944
327,01EMS0003U,35.146520146520146,21.891389,-102.340278
328,01EMS0004T,22.80830280830281,21.945575,-102.350153
329,01EMS0005S,79.12698412698413,22.04,-101.892222
330,01EMS0006R,52.28021978021978,21.881667,-102.464167
331,01EMS0008P,21.797924297924297,22.348611,-102.233611
332,01EMS0009O,19.20940170940171,22.260689,-102.368695
333,01EMS0010D,23.043345543345545,21.969661,-101.983386
334,01EMS0011C,4.258241758241758,22.386723,-102.255072
335,01EMS0012B,36.898656898656895,21.963573,-102.693606
336,01EMS0013A,71.02258852258852,22.106872,-102.009537
337,01EMS0014Z,71.93223443223444,21.845294,-102.310624
338,01EMS0015Z,26.31257631257631,21.879419,-102.30204
339,01EMS0016Y,32.79609279609279,21.868308,-102.255304
341,01EMS0017X,22.228327228327228,20.171468,-102.140635
342,01EMS0018W,56.78266178266178,22.105725,-102.14481
343,01ETC0001E,62.35958485958486,22.247552,-102.085022
344,01ETC0002D,56.55982905982906,22.230832,-102.308186
345,01ETC0003C,57.023809523809526,22.069175,-102.270318
346,01ETC0004B,44.61691086691087,21.861563,-102.253742
348,01ETC0006Z,49.17887667887668,22.151039,-102.282531
349,01ETC0007Z,35.430402930402934,21.887796,-102.283957
351,01ETC0008Y,50.16788766788767,21.845786,-102.725881
352,01ETC0009X,72.6953601953602,22.150351,-102.415802
353,01ETC0010M,64.3925518925519,21.91821,-101.964782
354,01ETC0011L,43.52564102564102,21.862862,-102.248301
356,01ETC0012K,48.12423687423687,21.954652,-102.342099
358,01ETC0013J,57.84340659340659,21.886034,-102.317555
360,01ETC0014I,40.4059829059829,22.000278,-102.202778
361,01ETC0015H,16.95970695970696,21.4931,-102.1116
362,01ETK0001N,3.6263736263736255,22.17174,-102.14221
363,01ETK0002M,17.56105006105006,21.935,-102.021944
364,01ETK0003L,4.71001221001221,22.162778,-102.094722
365,01ETK0004K,34.0964590964591,22.2975,-102.191389
366,01ETK0005J,73.33638583638583,21.730833,-102.498333
367,01ETK0006I,16.923076923076923,22.0363,-101.959
368,01ETK0009F,10.72039072039072,21.8083,-102.128
369,01ETK0012T,24.053724053724054,22.1033,-102.182
370,01ETK0013S,23.63553113553113,22.0456,-102.014
371,01ETK0014R,14.926739926739929,22.0906,-101.941
372,01ETK0015Q,66.05311355311355,21.8605,-102.207
373,01ETK0018N,8.073870573870574,21.7824,-102.166
374,01ETK0031H,55.2991452991453,22.441447,-102.309438
375,01ETK0036C,65.7081807081807,21.8097,-102.079
376,01ETK0047I,47.07264957264957,21.6337,-102.333
377,01KTV0004A,25.063726544025062,21.998611,-102.645556
378,01KTV0007Y,51.02576702189736,21.905,-102.457222
379,01KTV0008X,10.273026012714595,21.961389,-102.213333
380,01KTV0009W,10.273026012714595,22.126111,-102.437778
381,01KTV0011K,50.73400694081877,21.771667,-102.311111
382,01KTV0013I,1.699886367126317,21.973609,-102.659996
383,01KTV0017E,44.2216148152698,21.867778,-102.185833
384,01KTV0024O,53.74220693467645,21.7772,-102.2038
385,01KTV0025N,6.999170787137987,22.079311,-102.22303
386,01KTV0026M,1.699886367126317,21.904163,-102.382218
387,01PBH0003O,66.81013431013432,21.887389,-102.288489
388,01PBH0005M,82.27716727716728,21.879134,-102.302598
389,01PBH0012W,86.51098901098901,21.884883,-102.29268
390,01PBH0014U,34.26739926739927,21.897679,-102.312967
391,01PBH0017R,76.95360195360195,21.895281,-102.277144
392,01PBH0018Q,91.6086691086691,21.88078,-102.314654
393,01PBH0019P,83.13186813186813,21.901243,-102.297957
394,01PBH0021D,32.07112332112332,21.8834,-102.295825
396,01PBH0024A,37.586996336996336,21.875234,-102.293199
398,01PBH0025Z,52.47863247863248,21.907214,-102.30861
399,01PBH0027Y,52.43589743589744,21.880071,-102.300733
400,01PBH0034H,94.2979242979243,21.929414,-102.307157
401,01PBH0036F,99.27960927960928,21.887883,-102.261314
402,01PBH0039C,88.2051282051282,21.876641,-102.26615
403,01PBH0042Q,71.15079365079364,21.906282,-102.288365
404,01PBH0047L,58.18681318681319,21.962563,-102.343861
405,01PBH0048K,62.576312576312574,22.227164,-102.32837
406,01PBH0049J,94.38644688644688,21.924615,-102.303363
407,01PBH0050Z,41.33394383394384,21.886091,-102.293639
408,01PBH0052X,55.2991452991453,21.924489,-102.305687
409,01PBH0054V,49.462759462759465,21.885414,-102.283446
410,01PBH0057S,94.18192918192918,21.86988,-102.329957
411,01PBH0060F,98.86446886446886,21.878001,-102.266575
412,01PBH0063C,98.16849816849818,21.93402,-102.340195
413,01PBH0067Z,64.18192918192918,21.899638,-102.314256
414,01PBH0069X,27.77777777777778,22.145994,-102.278569
415,01PBH0071L,39.60622710622711,21.88345,-102.29585
416,01PBH0072K,48.97435897435897,21.861461,-102.29514
417,01PBH0074I,68.85225885225886,21.973611,-102.316944
418,01PBH0076G,37.6007326007326,21.897537,-102.300287
420,01PBH0077F,45.51892551892552,21.880524,-102.305177
421,01PBH0082R,35.85164835164835,21.877012,-102.300893
422,01PBH0084P,57.878510378510384,21.852778,-102.27162
424,01PBH0088L,63.07692307692308,21.887764,-102.288832
425,01PBH0089K,47.71367521367522,21.881983,-102.289473
427,01PBH0090Z,49.72832722832723,21.883701,-102.264905
428,01PBH0092Y,27.973137973137973,21.883678,-102.267665
429,01PBH0094W,33.160866910866915,21.882023,-102.297204
431,01PBH0098S,30.805860805860807,21.956447,-102.345108
432,01PBH0102O,24.31013431013431,21.864967,-102.24895
433,01PBH0103N,12.493894993894994,21.885616,-102.290796
434,01PBH0104M,26.634615384615387,21.87652,-102.301378
436,01PBH0108I,33.88736263736264,21.874726,-102.293506
438,01PBH0109H,97.06654456654456,21.963611,-102.301944
439,01PBH0110X,68.74542124542124,21.905693,-102.288235
440,01PBH0112V,31.71550671550672,21.880833,-102.296111
441,01PBH0114T,61.278998778998776,21.909254,-102.316828
442,01PBH0116R,90.12515262515262,21.91038,-102.329109
443,01PBH0118P,35.58302808302808,21.87606,-102.294993
444,01PBH0121C,15.845543345543346,21.885616,-102.290796
445,01PBH0123A,64.76190476190476,21.889465,-102.249457
446,01PBH0125Z,22.80830280830281,21.89365,-102.261756
447,01PBH0126Y,74.9496336996337,21.84645,-102.720478
449,01PBH0127X,67.37179487179488,21.847908,-102.719489
450,01PBH0129V,91.46825396825396,21.930828,-102.301858
451,01PBH0134G,23.543956043956044,21.889708,-102.297511
452,01PBH3256L,65.22283272283272,21.941759,-102.300574
453,01PBH3291R,99.71916971916971,21.915274,-102.274773
454,01PBH3459G,90.1953601953602,21.858436,-102.342258
455,01PBH3818C,74.12698412698413,21.5244,-102.18
456,01PCT0002J,12.756410256410255,21.889658,-102.297471
457,01PCT0004H,37.87545787545788,21.883159,-102.297464
458,01PCT0005G,42.26800976800977,21.884961,-102.288201
459,01PCT0006F,86.76739926739927,21.941759,-102.300574
460,01PCT0008D,15.36935286935287,21.882483,-102.282618
461,01PCT0011R,93.13186813186812,21.856169,-102.315484
462,01PCT0012Q,41.791819291819294,21.879446,-102.289905
463,01PES0002S,85.48877491477535,21.882434,-102.31334
464,01PES0003R,96.24550843033076,21.876641,-102.26615
465,01PES0004Q,86.74641442216148,21.887882,-102.261309
466,01PES0006O,88.74266760848869,21.879134,-102.302598
467,01PES0008M,89.89895887718436,21.915274,-102.274773
468,01PES0009L,86.7986241208808,21.88379,-102.292981
469,01PES0010A,94.03427413162986,21.86988,-102.329957
470,01PES0011Z,15.524707472129236,21.887389,-102.288489
471,01PES0020H,86.56368047664384,21.901243,-102.297957
472,01PES0022F,82.48057492091766,21.962322,-102.320009
473,01PES0023E,99.82647953072694,21.928238,-102.318434
474,01PES0024D,96.40060194711464,21.929905,-102.305174
475,01PES0027A,87.85203157151193,21.880071,-102.300733
476,01PES0029Z,65.00721722305826,21.964767,-102.343507
477,01PES0030O,78.0304658947821,21.886087,-102.293634
478,01PES0031N,90.1584717914069,21.924615,-102.303363
479,01PES0033L,96.73689383004208,21.895275,-102.277144
480,01PES0034K,86.40090906298947,21.928802,-102.307108
481,01PES0035J,75.87451245354872,21.909089,-102.308825
482,01PES0036I,50.17659162802125,21.962563,-102.343861
483,01PES0037H,87.78446607905163,21.877899,-102.271279
484,01PES0041U,91.04450109026136,21.930051,-102.304806
485,01PES0044R,62.27695709591229,21.881653,-102.298471
486,01PES0045Q,79.90387273118148,21.852778,-102.27162
487,01PES0046P,93.440004913854,21.842897,-102.293863
488,01PES0048N,72.34575105187187,21.941254,-102.297184
489,01PES0050B,88.82558889468997,21.924572,-102.311364
490,01PES0052Z,84.44611651976291,21.912502,-102.329876
491,01PES0053Z,86.10607782316268,21.903252,-102.310698
492,01PES0055X,95.02165166917476,21.848768,-102.278113
493,01PES0056W,76.79739565738153,21.917631,-102.262321
494,01PES0057V,86.43162065047142,21.888101,-102.249602
495,01PES0058U,64.265532385369,21.947276,-102.342678
496,01PES0059T,89.60873437547987,21.92857,-102.315761
497,01PES0060I,68.38088510795123,22.22704,-102.32914
498,01PES0061H,78.23316237216302,21.871909,-102.296655
499,01PES0062G,96.54801756702804,21.855418,-102.285325
500,01PES0064E,87.71075826909492,21.854351,-102.278084
501,01PES0065D,74.71975676422714,21.889465,-102.249457
502,01PES0066C,82.75083689075889,22.146658,-102.271654
503,01PES0067B,98.66251036516076,21.919815,-102.310097
504,01PES0069Z,93.98360001228464,21.961294,-102.342331
505,01PES0071O,94.45962961825497,21.942745,-102.32367
506,01PES0072N,90.10626209268756,21.958364,-102.297083
507,01PES0073M,79.61671938822518,21.859873,-102.27725
508,01PES0075K,93.74404962992536,21.894299,-102.355022
509,01PES0078H,88.26663800251835,21.840334,-102.324471
510,01PST0001L,79.33263720401708,21.847221,-102.719099
511,01PST0004I,84.99892509443814,21.898147,-102.314251
512,01PST0005H,42.65685943306409,21.885414,-102.283446
513,01PST0006G,97.77494548693222,21.88161,-102.30919
514,01PST0007F,65.65983845704984,21.899811,-102.257444
515,01PST0009D,97.52618162832836,21.961111,-102.343333
516,01SBC2031Z,33.28754578754579,21.897066,-102.27786
517,01SBC2072Z,34.81379731379732,22.223889,-102.320343
518,01UBH0001B,91.41483516483515,21.910694,-102.276461
520,01UBH0013G,97.60073260073261,21.899991,-102.295627
522,02DBH0001K,96.67277167277167,32.497,-117.08
524,02DBH1002Q,73.85225885225886,32.497,-117.08
525,02DBH1003P,88.85531135531136,32.497,-117.08
526,02DCM0001V,45.09259259259259,31.805,-116.6
529,02DCM0002U,10.80891330891331,32.361,-117.05
530,02DCT0018E,64.62606837606837,32.632,-115.47
532,02DCT0058F,96.11568986568986,32.497,-117.08
534,02DCT0075W,60.776862026862034,32.632,-115.47
536,02DCT0082F,82.64346764346764,32.632,-115.47
538,02DCT0201C,75.87454212454213,31.805,-116.6
540,02DCT0237R,62.53663003663003,32.497,-117.08
542,02DCT0277S,52.34432234432234,32.497,-117.08
543,02DCT0278R,49.85653235653236,32.497,-117.08
544,02DCT0406W,83.92704517704517,32.497,-117.08
546,02DCT0407V,55.63644688644689,32.632,-115.47
548,02DCT0408U,58.215811965811966,32.497,-117.08
550,02DCT0409T,61.2469474969475,32.497,-117.08
552,02DCT0410I,74.7008547008547,32.565,-116.63
554,02DCT0411H,26.25915750915751,31.805,-116.6
556,02DCT0412G,65.41971916971917,32.497,-117.08
558,02DES0001N,53.104941494425844,31.805,-116.6
560,02DES0002M,42.79045483861061,32.632,-115.47
562,02DES0003L,82.1012868155155,32.497,-117.08
564,02DES0004K,43.05918122907773,32.565,-116.63
566,02DES0005J,35.07723964251712,31.805,-116.6
567,02DES0006I,48.0052823930469,31.805,-116.6
569,02DES0007H,14.053622431743497,32.632,-115.47
570,02DES0008G,59.54055465126992,31.041267,-114.824242
571,02DES0009F,47.83022634439974,32.632,-115.47
572,02DES0010V,35.928718405454376,32.497,-117.08
574,02DES0011U,34.35398175731704,32.632,-115.47
575,02DES0012T,45.85470347962286,32.497,-117.08
577,02DES0013S,48.74696723073616,32.632,-115.47
579,02DES0014R,18.3332821473542,32.497,-117.08
580,02DES0015Q,30.72387211694972,32.497,-117.08
582,02DES0016P,60.34980498141949,32.6412,-115.476
583,02DES0017O,22.809496022849423,32.497,-117.08
585,02DES0018N,31.282823009121344,32.497,-117.08
587,02DES0019M,54.43705660145573,32.361,-117.05
589,02DES0020B,37.78062713061638,32.497,-117.08
591,02DES0021A,22.479346457418384,32.497,-117.08
